"customer_key","customer_number","customer_name","age","age_group","customer_segment","last_order_date","recency","total_orders","total_sales","total_quantity","total_products","lifespan","avg_order_value","avg_monthly_spend"
237,"AW00011236","Jeremy Butler","67","50 and above","New","2014-01-06","135","2","1710","75","5","3","855","570.0000000000000000"
238,"AW00011237","Clarence Anand","61","50 and above","VIP","2013-11-25","137","4","158490","90","6","26","39622","6095.7692307692307692"
239,"AW00011238","Mayra Prasad","61","50 and above","VIP","2013-04-30","144","4","113145","135","9","27","28286","4190.5555555555555556"
240,"AW00011239","Latoya Goel","55","50 and above","VIP","2013-05-28","143","4","112665","165","11","28","28166","4023.7500000000000000"
241,"AW00011240","Anne Hernandez","60","50 and above","VIP","2013-05-13","143","4","113790","195","10","26","28447","4376.5384615384615385"
242,"AW00011241","Lisa Cai","51","50 and above","VIP","2013-10-29","138","7","172020","375","20","13","24574","13232.307692307692"
243,"AW00011242","Larry Munoz","61","50 and above","VIP","2013-12-04","136","7","166005","180","12","14","23715","11857.500000000000"
244,"AW00011243","Robin Alvarez","62","50 and above","VIP","2013-06-09","142","4","107460","180","10","27","26865","3980.0000000000000000"
245,"AW00011244","Alexis Coleman","56","50 and above","VIP","2013-07-19","141","4","107625","180","11","29","26906","3711.2068965517241379"
246,"AW00011245","Ricky Vazquez","63","50 and above","VIP","2013-12-11","136","4","158700","135","9","26","39675","6103.8461538461538462"
247,"AW00011246","Latasha Rubio","63","50 and above","VIP","2013-12-20","136","4","158625","105","7","26","39656","6100.9615384615384615"
248,"AW00011247","Claudia Zhou","63","50 and above","VIP","2013-08-17","140","4","106965","180","11","29","26741","3688.4482758620689655"
249,"AW00011248","Tristan Alexander","59","50 and above","New","2013-07-14","141","1","570","45","3","0","570","570"
250,"AW00011249","Cindy Patel","58","50 and above","VIP","2013-09-15","139","4","148350","165","11","23","37087","6450.0000000000000000"
251,"AW00011250","Shannon Liu","59","50 and above","VIP","2013-08-06","140","4","106725","165","10","28","26681","3811.6071428571428571"
252,"AW00011251","Xavier Long","87","50 and above","New","2013-10-18","138","1","34785","60","4","0","34785","34785"
253,"AW00011252","Nicholas Thompson","87","50 and above","VIP","2013-12-18","136","3","100275","105","7","28","33425","3581.2500000000000000"
254,"AW00011253","Jos├® Hernandez","75","50 and above","New","2013-12-03","136","16","10425","450","16","9","651","1158.3333333333333333"
255,"AW00011254","Johnathan Vance","86","50 and above","New","2013-12-14","136","2","3060","135","9","0","1530","3060"
256,"AW00011255","Colin Lin","86","50 and above","New","2013-03-31","144","2","1710","75","5","1","855","1710.0000000000000000"
257,"AW00011256","Katelyn Hernandez","86","50 and above","New","2013-10-16","138","2","1215","75","5","6","607","202.5000000000000000"
258,"AW00011257","Jacqueline Powell",NULL,"50 and above","VIP","2013-12-14","136","3","100140","90","6","27","33380","3708.8888888888888889"
259,"AW00011258","Xavier Hill","86","50 and above","New","2013-07-15","141","2","735","60","4","1","367","735.0000000000000000"
260,"AW00011259","Victoria Stewart","54","50 and above","VIP","2013-12-20","136","3","101550","75","5","27","33850","3761.1111111111111111"
261,"AW00011260","Katelyn Kelly","49","40-49","New","2013-06-23","142","2","1215","75","5","4","607","303.7500000000000000"
262,"AW00011261","Stephanie Collins","54","50 and above","VIP","2013-12-23","136","3","99750","60","4","26","33250","3836.5384615384615385"
263,"AW00011262","Jennifer Simmons","49","40-49","New","2014-01-22","135","27","16860","945","26","10","624","1686.0000000000000000"
264,"AW00011263","Trinity Richardson","55","50 and above","VIP","2013-12-10","136","3","101295","135","9","27","33765","3751.6666666666666667"
265,"AW00011264","Eduardo Martin","55","50 and above","New","2013-11-30","137","2","47730","120","8","10","23865","4773.0000000000000000"
266,"AW00011265","Elizabeth Jones","55","50 and above","New","2013-01-03","147","1","35280","45","3","0","35280","35280"
267,"AW00011266","Taylor Howard","55","50 and above","VIP","2013-01-20","147","2","88830","75","5","16","44415","5551.8750000000000000"
268,"AW00011267","David Diaz","49","40-49","VIP","2013-01-07","147","2","89145","75","5","15","44572","5943.0000000000000000"
269,"AW00011268","Katelyn Carter","55","50 and above","New","2013-11-16","137","2","1470","75","5","5","735","294.0000000000000000"
270,"AW00011269","Ryan Foster","49","40-49","New","2013-09-10","139","2","630","45","3","0","315","630"
271,"AW00011270","Robert Lee","49","40-49","VIP","2013-01-07","147","2","89760","75","5","15","44880","5984.0000000000000000"
272,"AW00011271","Danielle Reed","55","50 and above","VIP","2013-01-22","147","2","89595","75","5","15","44797","5973.0000000000000000"
273,"AW00011272","Lauren Martinez","62","50 and above","VIP","2013-01-13","147","2","89625","60","4","15","44812","5975.0000000000000000"
274,"AW00011273","Nathan Lal","63","50 and above","New","2013-05-23","143","2","4095","120","8","0","2047","4095"
275,"AW00011274","Kyle Foster","85","50 and above","VIP","2013-02-24","146","2","88320","60","4","17","44160","5195.2941176470588235"
276,"AW00011275","Jenny Rai","85","50 and above","VIP","2013-01-12","147","2","89325","60","4","16","44662","5582.8125000000000000"
277,"AW00011276","Nancy Chapman","50","50 and above","New","2014-01-22","135","27","14805","855","22","11","548","1345.9090909090909091"
278,"AW00011277","Charles Jackson","56","50 and above","New","2014-01-16","135","27","21510","975","26","11","796","1955.4545454545454545"
279,"AW00011278","Jonathan Phillips","56","50 and above","VIP","2013-01-03","147","2","88620","45","3","15","44310","5908.0000000000000000"
280,"AW00011279","Amanda Cook","50","50 and above","New","2013-06-22","142","2","660","60","3","3","330","220.0000000000000000"
281,"AW00011280","Robert Collins","56","50 and above","New","2013-08-08","140","2","1155","60","4","1","577","1155.0000000000000000"
282,"AW00011281","Megan Barnes","50","50 and above","VIP","2013-01-11","147","2","88815","75","5","15","44407","5921.0000000000000000"
283,"AW00011282","Christian Thomas","57","50 and above","VIP","2013-01-02","147","2","89985","90","6","16","44992","5624.0625000000000000"
284,"AW00011283","Arturo Lal","57","50 and above","New","2013-08-28","140","2","660","60","3","2","330","330.0000000000000000"
285,"AW00011284","Theresa Serrano","57","50 and above","New","2013-05-02","143","2","825","75","3","2","412","412.5000000000000000"
286,"AW00011285","Jeremy Anderson","52","50 and above","New","2013-10-26","138","2","1920","75","5","2","960","960.0000000000000000"
287,"AW00011286","Hunter Griffin","57","50 and above","VIP","2013-01-20","147","2","89310","75","5","15","44655","5954.0000000000000000"
288,"AW00011287","Henry Garcia","58","50 and above","New","2014-01-28","135","27","17475","930","23","11","647","1588.6363636363636364"
289,"AW00011288","Cindy Sanchez","47","40-49","New","2013-08-21","140","2","1155","60","4","5","577","231.0000000000000000"
290,"AW00011289","Maria Carter","53","50 and above","VIP","2013-01-16","147","2","88575","75","5","16","44287","5535.9375000000000000"
291,"AW00011290","Katelyn Sanchez","52","50 and above","VIP","2013-01-27","147","2","88995","45","3","16","44497","5562.1875000000000000"
292,"AW00011291","Jenna Wright","52","50 and above","VIP","2013-01-19","147","2","88095","30","2","16","44047","5505.9375000000000000"
293,"AW00011292","Seth Phillips","57","50 and above","VIP","2012-12-31","147","2","88650","75","5","15","44325","5910.0000000000000000"
294,"AW00011293","Luke Long","64","50 and above","New","2013-03-15","145","2","1275","75","5","0","637","1275"
295,"AW00011294","Dalton Clark","64","50 and above","New","2014-01-03","135","2","630","45","3","3","315","210.0000000000000000"
296,"AW00011295","Taylor Lewis","65","50 and above","VIP","2013-01-09","147","2","90870","75","5","15","45435","6058.0000000000000000"
297,"AW00011296","Haley Richardson","84","50 and above","VIP","2013-01-29","147","2","88455","60","4","16","44227","5528.4375000000000000"
298,"AW00011297","Noah Coleman","84","50 and above","VIP","2013-02-20","146","2","89220","75","5","16","44610","5576.2500000000000000"
299,"AW00011298","Jon Luo","84","50 and above","VIP","2013-02-21","146","2","88830","75","5","17","44415","5225.2941176470588235"
300,"AW00011299","Orlando Vazquez","83","50 and above","VIP","2013-02-24","146","2","90225","60","4","16","45112","5639.0625000000000000"
301,"AW00011300","Fernando Barnes","59","50 and above","New","2013-12-31","135","27","22485","1005","28","11","832","2044.0909090909090909"
302,"AW00011301","Cameron Rodriguez","59","50 and above","New","2013-10-11","138","2","1965","75","5","4","982","491.2500000000000000"
303,"AW00011302","Spencer Russell","53","50 and above","VIP","2013-02-02","146","2","89070","75","5","16","44535","5566.8750000000000000"
304,"AW00011303","Julia Coleman","59","50 and above","VIP","2013-02-23","146","2","88125","45","3","17","44062","5183.8235294117647059"
305,"AW00011304","Julia Garcia","54","50 and above","New","2013-04-22","144","2","1830","75","5","1","915","1830.0000000000000000"
306,"AW00011305","Sean Evans","59","50 and above","New","2013-08-04","140","2","1155","60","4","4","577","288.7500000000000000"
307,"AW00011306","Micah Zhou","59","50 and above","New","2013-09-07","139","2","630","45","3","2","315","315.0000000000000000"
308,"AW00011307","Hunter Rodriguez","59","50 and above","VIP","2013-02-08","146","2","89460","75","5","17","44730","5262.3529411764705882"
309,"AW00011308","Ian Gonzales","65","50 and above","New","2014-01-15","135","2","1410","60","4","4","705","352.5000000000000000"
310,"AW00011309","Victoria Lewis","65","50 and above","New","2014-01-05","135","2","630","45","3","5","315","126.0000000000000000"
311,"AW00011310","Erin Sanders","60","50 and above","New","2013-12-24","136","2","1155","60","4","4","577","288.7500000000000000"
312,"AW00011311","Gabrielle Lopez","66","50 and above","New","2013-09-13","139","2","1155","60","4","4","577","288.7500000000000000"
313,"AW00011312","Sara Richardson","66","50 and above","New","2013-06-02","142","2","630","45","3","0","315","630"
314,"AW00011313","Trevor Jenkins","66","50 and above","New","2013-11-26","137","2","660","60","3","6","330","110.0000000000000000"
315,"AW00011314","Mya Flores","54","50 and above","New","2013-12-03","136","2","705","60","3","9","352","78.3333333333333333"
316,"AW00011315","Hailey Ward","66","50 and above","New","2013-12-17","136","2","630","45","3","6","315","105.0000000000000000"
317,"AW00011316","Luke Allen","65","50 and above","New","2013-01-12","147","1","35250","30","2","0","35250","35250"
318,"AW00011317","Victoria Russell","61","50 and above","VIP","2013-02-18","146","2","88095","30","2","17","44047","5182.0588235294117647"
319,"AW00011318","Jessica Wilson","67","50 and above","New","2013-11-08","137","2","660","60","3","0","330","660"
320,"AW00011319","Jade Bailey","77","50 and above","VIP","2013-02-24","146","2","88950","60","4","17","44475","5232.3529411764705882"
321,"AW00011320","Morgan Hill","82","50 and above","New","2013-08-19","140","2","1080","75","5","2","540","540.0000000000000000"
322,"AW00011321","Terrance Raman","81","50 and above","New","2013-05-28","143","2","555","30","2","3","277","185.0000000000000000"
323,"AW00011322","Sydney Garcia","81","50 and above","New","2013-05-21","143","2","660","60","3","1","330","660.0000000000000000"
324,"AW00011323","Jose Patterson","81","50 and above","VIP","2013-01-30","147","2","91110","90","6","16","45555","5694.3750000000000000"
325,"AW00011324","Zachary Anderson","80","50 and above","VIP","2013-02-05","146","2","89175","60","4","16","44587","5573.4375000000000000"
326,"AW00011325","Elijah Ross","80","50 and above","VIP","2013-01-31","146","2","90660","105","7","16","45330","5666.2500000000000000"
327,"AW00011326","Rafael Xie","80","50 and above","VIP","2013-02-20","146","2","89220","75","5","17","44610","5248.2352941176470588"
328,"AW00011327","Jaime Moreno","79","50 and above","VIP","2013-02-01","146","2","88725","75","5","16","44362","5545.3125000000000000"
329,"AW00011328","Julian Griffin","79","50 and above","New","2013-04-07","144","2","70770","60","4","3","35385","23590.000000000000"
330,"AW00011329","Andy Alvarez","79","50 and above","VIP","2013-02-10","146","2","88470","30","2","16","44235","5529.3750000000000000"
331,"AW00011330","Ryan Thompson","79","50 and above","New","2014-01-22","135","27","17010","855","24","11","630","1546.3636363636363636"
332,"AW00011331","Samantha Jenkins","51","50 and above","New","2014-01-24","135","27","19905","870","24","11","737","1809.5454545454545455"
333,"AW00011332","Deanna Ramos","57","50 and above","VIP","2013-01-06","147","2","86325","45","3","14","43162","6166.0714285714285714"
334,"AW00011333","Emily Miller","57","50 and above","VIP","2013-07-14","141","3","122445","90","6","27","40815","4535.0000000000000000"
335,"AW00011334","Nicole Brown","58","50 and above","VIP","2013-07-27","141","3","122310","90","6","28","40770","4368.2142857142857143"
336,"AW00011335","Carla Raman","47","40-49","VIP","2013-01-04","147","2","86160","60","4","14","43080","6154.2857142857142857"
337,"AW00011336","Shaun Raji","52","50 and above","New","2013-01-05","147","2","66615","75","5","3","33307","22205.000000000000"
338,"AW00011337","Jerome Romero","58","50 and above","VIP","2013-07-19","141","3","122430","120","7","28","40810","4372.5000000000000000"
339,"AW00011338","Frank Navarro","52","50 and above","VIP","2012-12-30","148","2","86175","75","5","14","43087","6155.3571428571428571"
340,"AW00011339","Dennis She","58","50 and above","New","2013-01-25","147","2","65685","45","3","3","32842","21895.000000000000"
341,"AW00011340","Melody Munoz","78","50 and above","New","2013-01-02","147","2","66195","75","5","2","33097","33097.500000000000"
342,"AW00011341","Randy Zeng","83","50 and above","VIP","2013-07-19","141","3","122880","120","8","27","40960","4551.1111111111111111"
343,"AW00011342","Marshall Wang","52","50 and above","New","2013-07-12","141","1","735","45","3","0","735","735"
